^ARTICOLO        ^|^DES.ART.^|^DES.ART.2^|^N.ORD.^|^ANNO^|^RG^|^CONTO^|^RAG.SOC.^|^UM^|^Q.TA^|^Q.TA RESIDUA^|^Q.TA PRONTA^|^D.CONS. ^|^IMP.NET.RES.^
^A285091         ^|^LAGSHI BS LE090 ZV43 cod.40277^|^85 <1154> EX 95701            ^|^S0000021^|2018|3|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^02/05/2018^|^           7.700,00^
^A285091         ^|^LAGSHI BS LE090 ZV43 cod.40277^|^85 <1154> EX 95701            ^|^A0000208^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^04/05/2018^|^           7.700,00^
^A285091         ^|^LAGSHI BS LE090 ZV43 cod.40277^|^85 <1154> EX 95701            ^|^A0000263^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/06/2018^|^           7.650,00^
^A285091         ^|^LAGSHI BS LE090 ZV43 cod.40277^|^85 <1154> EX 95701            ^|^S0000023^|2018|10|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^           7.700,00^
^A285130         ^|^FLANGE DZF39 A160 cod.4022725 ^|^<967>                         ^|^S0000023^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^           3.430,00^
^A285150         ^|^COPERCHIO RIDUTTORE 3SL270.3  ^|^VERN. GRIGIO RAL7046 <968>    ^|^A0000038^|2018|2|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^           2.953,00^
^A285150         ^|^COPERCHIO RIDUTTORE 3SL270.3  ^|^VERN. GRIGIO RAL7046 <968>    ^|^A0000038^|2018|7|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^           2.953,00^
^A285160         ^|^CORPO RIDUTTORE 3SL269.2      ^|^VERN. GRIGIO RAL7046 <969>    ^|^A0000038^|2018|3|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^           4.979,50^
^A285160         ^|^CORPO RIDUTTORE 3SL269.2      ^|^VERN. GRIGIO RAL7046 <969>    ^|^A0000038^|2018|8|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^           4.979,50^
^A285170         ^|^CAVALLOTTO SBLOCCO 3SL273.1   ^|^VERN. GRIGIO RAL7046 <970>    ^|^A0000038^|2018|1|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^             375,50^
^A285170         ^|^CAVALLOTTO SBLOCCO 3SL273.1   ^|^VERN. GRIGIO RAL7046 <970>    ^|^A0000038^|2018|6|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^             375,50^
^A285180         ^|^TAPPO PIENO 3SL274.1 VERN.    ^|^GRIGIO RAL7046 <970>          ^|^A0000038^|2018|5|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^             476,00^
^A285180         ^|^TAPPO PIENO 3SL274.1 VERN.    ^|^GRIGIO RAL7046 <970>          ^|^A0000038^|2018|10|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^             476,00^
^A285200         ^|^MANIGLIA SBLOCCO 31100150     ^|^ROSSA RAL 2004 <970>          ^|^A0000769^|2017|20|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|67000|0|^09/03/2018^|^              56,95^
^A285200         ^|^MANIGLIA SBLOCCO 31100150     ^|^ROSSA RAL 2004 <970>          ^|^A0000038^|2018|4|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/05/2018^|^             425,00^
^A285200         ^|^MANIGLIA SBLOCCO 31100150     ^|^ROSSA RAL 2004 <970>          ^|^A0000038^|2018|9|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^09/07/2018^|^             425,00^
^A285210         ^|^HOUSING PIERBURG cod.         ^|^3.26747.07.0 GR <971>         ^|^A0000182^|2018|1|8004782|^TMB SPA                       ^|^PZ^|871000|871000|0|^16/04/2018^|^           2.174,02^
^A285210         ^|^HOUSING PIERBURG cod.         ^|^3.26747.07.0 GR <971>         ^|^A0000182^|2018|2|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^16/04/2018^|^           4.992,00^
^A285210         ^|^HOUSING PIERBURG cod.         ^|^3.26747.07.0 GR <971>         ^|^A0000182^|2018|3|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^16/04/2018^|^           4.992,00^
^A285210         ^|^HOUSING PIERBURG cod.         ^|^3.26747.07.0 GR <971>         ^|^A0000182^|2018|4|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^23/04/2018^|^           4.992,00^
^A285210         ^|^HOUSING PIERBURG cod.         ^|^3.26747.07.0 GR <971>         ^|^A0000182^|2018|5|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^29/04/2018^|^           4.992,00^
^A285210         ^|^HOUSING PIERBURG cod.         ^|^3.26747.07.0 GR <971>         ^|^A0000182^|2018|6|8004782|^TMB SPA                       ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^07/05/2018^|^           4.992,00^
^A285270         ^|^BLOCCHETTO VW DX LATO GUIDA   ^|^<975>                         ^|^A0000152^|2018|4|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         10.944,000^|^          3.648,000^|0|^01/03/2018^|^           2.995,01^
^A285270         ^|^BLOCCHETTO VW DX LATO GUIDA   ^|^<975>                         ^|^A0000152^|2018|9|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          3.648,000^|^          3.648,000^|0|^01/03/2018^|^           2.995,01^
^A285270         ^|^BLOCCHETTO VW DX LATO GUIDA   ^|^<975>                         ^|^A0000256^|2018|3|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         10.944,000^|^         10.944,000^|0|^03/04/2018^|^           8.985,02^
^A285270         ^|^BLOCCHETTO VW DX LATO GUIDA   ^|^<975>                         ^|^S0000039^|2018|3|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         18.240,000^|^         18.240,000^|0|^02/05/2018^|^          14.975,04^
^A285270         ^|^BLOCCHETTO VW DX LATO GUIDA   ^|^<975>                         ^|^S0000040^|2018|4|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         18.240,000^|^         18.240,000^|0|^04/06/2018^|^          14.975,04^
^A285270         ^|^BLOCCHETTO VW DX LATO GUIDA   ^|^<975>                         ^|^A0000176^|2018|11|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          3.648,000^|^          3.648,000^|0|^08/06/2018^|^           2.965,82^
^A285271         ^|^MOUNTING HEAD DRIVER  DX      ^|^VW ANODIZZATO   <975>         ^|^S0000147^|2017|1|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          1.435,000^|^          1.435,000^|0|^08/01/2018^|^               0,00^
^A285271         ^|^MOUNTING HEAD DRIVER  DX      ^|^VW ANODIZZATO   <975>         ^|^A0000223^|2018|1|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          7.296,000^|^          7.296,000^|0|^27/04/2018^|^           9.725,57^
^A285271         ^|^MOUNTING HEAD DRIVER  DX      ^|^VW ANODIZZATO   <975>         ^|^S0000035^|2018|1|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|13000|13000|0|^02/05/2018^|^               0,00^
^A285271         ^|^MOUNTING HEAD DRIVER  DX      ^|^VW ANODIZZATO   <975>         ^|^S0000036^|2018|1|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          2.500,000^|^          2.500,000^|0|^01/06/2018^|^               0,00^
^A285271         ^|^MOUNTING HEAD DRIVER  DX      ^|^VW ANODIZZATO   <975>         ^|^A0000277^|2018|1|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          3.648,000^|^          3.648,000^|0|^16/06/2018^|^           4.862,78^
^A285271         ^|^MOUNTING HEAD DRIVER  DX      ^|^VW ANODIZZATO   <975>         ^|^S0000037^|2018|1|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          2.900,000^|^          2.900,000^|0|^01/07/2018^|^               0,00^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^A0000828^|2017|2|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|970000|970000|0|^31/10/2017^|^               0,00^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^A0000152^|2018|10|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^          4.800,000^|^          4.800,000^|0|^01/03/2018^|^           3.768,00^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^A0000256^|2018|4|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         24.000,000^|^         24.000,000^|0|^03/04/2018^|^          18.840,00^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^A0000176^|2018|12|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          4.800,000^|^          4.800,000^|0|^13/04/2018^|^           3.729,60^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^S0000039^|2018|4|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         24.000,000^|^         24.000,000^|0|^02/05/2018^|^          18.840,00^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^S0000040^|2018|5|8004722|^FEDERAL-MOGUL ITALY SRL       ^|^PZ^|^         24.000,000^|^         24.000,000^|0|^04/06/2018^|^          18.840,00^
^A285280         ^|^BLOCCHETTO VW DX LATO PASS.   ^|^<976>                         ^|^A0000176^|2018|13|9010871|^FEDERAL MOGUL S.A.            ^|^PZ^|^          4.800,000^|^          4.800,000^|0|^08/06/2018^|^           3.729,60^
^A285281         ^|^MOUNTING HEAD PASSENGERS DX   ^|^VW  ANODIZZATO     <976>      ^|^S0000147^|2017|2|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          1.435,000^|^          1.435,000^|0|^08/01/2018^|^               0,00^
^A285281         ^|^MOUNTING HEAD PASSENGERS DX   ^|^VW  ANODIZZATO     <976>      ^|^A0000223^|2018|2|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          4.800,000^|^          4.800,000^|0|^27/04/2018^|^           6.225,60^
^A285281         ^|^MOUNTING HEAD PASSENGERS DX   ^|^VW  ANODIZZATO     <976>      ^|^S0000035^|2018|2|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          1.521,000^|^          1.521,000^|0|^02/05/2018^|^               0,00^
^A285281         ^|^MOUNTING HEAD PASSENGERS DX   ^|^VW  ANODIZZATO     <976>      ^|^S0000036^|2018|2|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          2.500,000^|^          2.500,000^|0|^01/06/2018^|^               0,00^
^A285281         ^|^MOUNTING HEAD PASSENGERS DX   ^|^VW  ANODIZZATO     <976>      ^|^S0000037^|2018|2|9010855|^FEDERAL-MOGUL of SOUTH AFRICA ^|^PZ^|^          2.900,000^|^          2.900,000^|0|^01/07/2018^|^               0,00^
^A285300         ^|^COVER DZ39 cod.4022730 <977>  ^|^                              ^|^S0000022^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/06/2018^|^           3.280,00^
^A285320         ^|^ADATTATORE MOTORE 3SL271.2    ^|^<978>                         ^|^A0000950^|2017|5|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|518000|^09/04/2018^|^             770,00^
^A285320         ^|^ADATTATORE MOTORE 3SL271.2    ^|^<978>                         ^|^A0000202^|2018|2|8004305|^CARDIN ELETTRONICA S.P.A.     ^|^PZ^|500000|500000|0|^06/07/2018^|^             772,00^
^A285370         ^|^HOUSING COVER C29 cod.4025920 ^|^<981>                         ^|^S0000023^|2018|3|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/07/2018^|^           2.240,00^
^A285500         ^|^FLANGE D/Z18 A120 cod. 4371544^|^<1153>                        ^|^A0000058^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^18/04/2018^|^           2.770,00^
^A285510         ^|^HOUSING DZ-19-63 COD. 7504574 ^|^<98700> 4025962               ^|^S0000023^|2018|5|9010758|^SIEMENS AG                    ^|^PZ^|500000|500000|0|^01/07/2018^|^           6.835,00^
^A285520         ^|^HOUSING DZ-19-71 COD. 4027829 ^|^<98701>  7505266              ^|^S0000023^|2018|11|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^01/07/2018^|^          12.150,00^
^A285550         ^|^HOUSING DZF-19-71 COD. 7507318^|^<98801> 4041751               ^|^S0000021^|2018|4|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^02/05/2018^|^          11.520,00^
^A285580         ^|^COVER DZ19 cod.4025976 <990>  ^|^                              ^|^S0000021^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^02/05/2018^|^           3.420,00^
^A285580         ^|^COVER DZ19 cod.4025976 <990>  ^|^                              ^|^S0000023^|2018|6|9010758|^SIEMENS AG                    ^|^PZ^|^          2.000,000^|^          2.000,000^|0|^01/07/2018^|^           3.100,00^
^A285590         ^|^HOUSING COVER B19 cod.4025865 ^|^<991>                         ^|^A0000053^|2018|1|9010758|^SIEMENS AG                    ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^20/04/2018^|^           1.940,00^
^A285640         ^|^GUSCIO CALOTTA VULCAN  AL NAT ^|^PER MOTORE MZ056B <994>       ^|^A0000103^|2018|5|8004869|^V2 S.P.A.                     ^|^PZ^|365000|365000|0|^09/05/2018^|^           1.210,71^
^A285650         ^|^GUSCIO CORPO SUP ZENIA   AL   ^|^NAT RIDUTTORE MZ080A <995>    ^|^A0000197^|2018|7|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^20/04/2018^|^           3.230,00^
^A285651         ^|^GUSCIO CORPO SUP VULCAN   AL  ^|^NAT RIDUTTORE MZ057A <995>    ^|^A0000103^|2018|6|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^09/05/2018^|^           3.095,00^
^A285660         ^|^SEMICASSA RIDUTTORE EMEGA NEW ^|^DX F_811 <996>                ^|^S0000042^|2018|26|8004303|^CAME SPA                      ^|^PZ^|280000|280000|0|^01/06/2018^|^             482,44^
^A285660         ^|^SEMICASSA RIDUTTORE EMEGA NEW ^|^DX F_811 <996>                ^|^S0000045^|2018|24|8004303|^CAME SPA                      ^|^PZ^|280000|280000|0|^01/09/2018^|^             482,44^
^A285670         ^|^SEMICASSA RIDUTTORE EMEGA NEW ^|^SX F_812 <996>                ^|^S0000042^|2018|27|8004303|^CAME SPA                      ^|^PZ^|280000|280000|0|^01/06/2018^|^             496,44^
^A285670         ^|^SEMICASSA RIDUTTORE EMEGA NEW ^|^SX F_812 <996>                ^|^S0000044^|2018|27|8004303|^CAME SPA                      ^|^PZ^|280000|280000|0|^01/08/2018^|^             496,44^
^A285680         ^|^FONDO CASSA MOTORIDUTTORE GARD^|^dis. F959 <997>               ^|^S0000026^|2018|28|8004303|^CAME SPA                      ^|^PZ^|^          3.600,000^|^          3.600,000^|0|^01/04/2018^|^           8.755,20^
^A285680         ^|^FONDO CASSA MOTORIDUTTORE GARD^|^dis. F959 <997>               ^|^S0000041^|2018|33|8004303|^CAME SPA                      ^|^PZ^|^          2.400,000^|^          2.400,000^|0|^02/05/2018^|^           5.836,80^
^A285680         ^|^FONDO CASSA MOTORIDUTTORE GARD^|^dis. F959 <997>               ^|^S0000042^|2018|36|8004303|^CAME SPA                      ^|^PZ^|^          2.400,000^|^          2.400,000^|0|^01/06/2018^|^           5.836,80^
^A285680         ^|^FONDO CASSA MOTORIDUTTORE GARD^|^dis. F959 <997>               ^|^S0000043^|2018|40|8004303|^CAME SPA                      ^|^PZ^|^          2.400,000^|^          2.400,000^|0|^01/07/2018^|^           5.836,80^
^A285680         ^|^FONDO CASSA MOTORIDUTTORE GARD^|^dis. F959 <997>               ^|^S0000044^|2018|37|8004303|^CAME SPA                      ^|^PZ^|^          2.400,000^|^          2.400,000^|0|^01/08/2018^|^           5.836,80^
^A285680         ^|^FONDO CASSA MOTORIDUTTORE GARD^|^dis. F959 <997>               ^|^S0000045^|2018|34|8004303|^CAME SPA                      ^|^PZ^|^          2.400,000^|^          2.400,000^|0|^01/09/2018^|^           5.836,80^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^S0000026^|2018|27|8004303|^CAME SPA                      ^|^PZ^|^          2.520,000^|^          2.520,000^|0|^01/04/2018^|^           6.894,72^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^A0000242^|2018|1|8004303|^CAME SPA                      ^|^PZ^|^          1.260,000^|420000|0|^03/04/2018^|^           1.149,12^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^S0000041^|2018|32|8004303|^CAME SPA                      ^|^PZ^|^          2.520,000^|^          2.520,000^|0|^02/05/2018^|^           6.894,72^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^S0000042^|2018|35|8004303|^CAME SPA                      ^|^PZ^|^          2.520,000^|^          2.520,000^|0|^01/06/2018^|^           6.894,72^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^S0000043^|2018|39|8004303|^CAME SPA                      ^|^PZ^|^          1.260,000^|^          1.260,000^|0|^01/07/2018^|^           3.447,36^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^S0000044^|2018|36|8004303|^CAME SPA                      ^|^PZ^|^          2.520,000^|^          2.520,000^|0|^01/08/2018^|^           6.894,72^
^A285690         ^|^COPERCHIO CASSA MOTORIDUTTORE ^|^GARD dis. F958 <998>          ^|^S0000045^|2018|33|8004303|^CAME SPA                      ^|^PZ^|^          2.520,000^|^          2.520,000^|0|^01/09/2018^|^           6.894,72^
^A285720         ^|^GUSCIO CORPO INF ZENIA AL NAT ^|^RIDUTTORE MZ079A <1004>       ^|^A0000197^|2018|6|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^20/04/2018^|^           1.514,00^
^A285730         ^|^CALOTTA MOTORE ANT VULCAN AL  ^|^NAT 24V MZ059A <1005>         ^|^A0000211^|2018|1|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^10/05/2018^|^             676,00^
^A285740         ^|^CALOTTA MOTORE POS VULCAN     ^|^COD. MZ060A <1005>            ^|^A0000103^|2018|8|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^09/05/2018^|^             774,00^
^A285750         ^|^FUSIONE BASE FORTECO          ^|^COD. MZ063A <1000>            ^|^A0000103^|2018|11|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^09/05/2018^|^           8.403,50^
^A285760         ^|^FLANGIA RIDUTTORE FORTECO     ^|^COD. MZ062A <1001>            ^|^A0000103^|2018|10|8004869|^V2 S.P.A.                     ^|^PZ^|500000|500000|0|^09/05/2018^|^           1.778,00^
^A285830         ^|^FONDO SELETTORE INCASSO       ^|^SIRMO AL NAT.<1007> o <100701>^|^A0000197^|2018|5|8004869|^V2 S.P.A.                     ^|^PZ^|^          1.000,000^|^          1.000,000^|0|^27/04/2018^|^           2.292,00^
