^PRODOTTO^|^DESCRIZIONE^|^DESCRIZIONE TECNICA^|^LIV^|^COMPONENTE^|^DesComp^|^DesComp1^|^UM^|^QTIMPIEGATA^|^QTEFFETTIVA^
^A205703^|^MORSETTO BANDIERA CROMO^|^<270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|50|55
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|1|7708800|^UNI 5931 M6x25 ZINCATE BIANCHE^|^(IRSAP)^|^PZ^|2|2
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|1|^E280400^|^ATTACCO RAD.BANDIERA GREZZO^|^<270>^|^PZ^|1|1
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|84|92.4
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|1|^E280401^|^BRACCIO RADIATORE BANDIERA gre^|^zzo ** <270>^|^PZ^|1|1
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|45|49.5
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|1|^E280500^|^ATTACCO A MURO BANDIERA-VELA-N^|^OVO GREZZO           <241>^|^PZ^|1|1
^A205704^|^MORSETTO BANDIERA GREZZO^|^<270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|50|55
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|1|7708800|^UNI 5931 M6x25 ZINCATE BIANCHE^|^(IRSAP)^|^PZ^|2|2
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|1|^E280400^|^ATTACCO RAD.BANDIERA GREZZO^|^<270>^|^PZ^|1|1
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|84|92.4
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|1|^E280401^|^BRACCIO RADIATORE BANDIERA gre^|^zzo ** <270>^|^PZ^|1|1
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|45|49.5
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|1|^E280500^|^ATTACCO A MURO BANDIERA-VELA-N^|^OVO GREZZO           <241>^|^PZ^|1|1
^A205705^|^ATTACCO RAD.BANDIERA NIK/NERO^|^(morsetto completo)  <270>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|50|55
^A205901^|^SETTORE AGGANCIO NOVO BIANCO^|^<255>^|1|^E205900^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|^PZ^|1|1
^A205901^|^SETTORE AGGANCIO NOVO BIANCO^|^<255>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|38|41.8
^A205902^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0|0
^A205902^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|1|^E205900^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|^PZ^|1|1
^A205902^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|38|41.8
^A205903^|^SETTORE AGGANCIO NOVO CROMO^|^<276>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.02|0.02
^A205903^|^SETTORE AGGANCIO NOVO CROMO^|^<276>^|1|^E205900^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|^PZ^|1|1
^A205903^|^SETTORE AGGANCIO NOVO CROMO^|^<276>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|38|41.8
^A205904^|^SETTORE AGGANCIO NOVO NIKEL NE^|^RO^|1|^E205900^|^SETTORE AGGANCIO NOVO grezzo^|^<255>^|^PZ^|1|1
^A205904^|^SETTORE AGGANCIO NOVO NIKEL NE^|^RO^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|38|41.8
^A206000^|^MENDRISIO/TESTATA INFERIORE **^|^<579>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A206000^|^MENDRISIO/TESTATA INFERIORE **^|^<579>^|1|^E206000^|^MENDRISIO/TESTATA INFERIORE**^|^grezzo <579>^|^PZ^|1|1
^A206000^|^MENDRISIO/TESTATA INFERIORE **^|^<579>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|119|130.9
^A206001^|^MENDRISIO/TESTATA SUPERIORE**^|^<579>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A206001^|^MENDRISIO/TESTATA SUPERIORE**^|^<579>^|1|^E206001^|^MENDRISIO/TESTATA SUPERIORE**^|^grezzo <579>^|^PZ^|1|1
^A206001^|^MENDRISIO/TESTATA SUPERIORE**^|^<579>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|62|68.2
^A206010^|^LOGICO MINI CHIUSURA^|^<687>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A206010^|^LOGICO MINI CHIUSURA^|^<687>^|1|^E206010^|^LOGICO MINI CHIUSURA^|^grezzo <687>^|^PZ^|1|1
^A206010^|^LOGICO MINI CHIUSURA^|^<687>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|42.8
^A206020^|^LOGICO MINI CORPO^|^<687>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A206020^|^LOGICO MINI CORPO^|^<687>^|1|^E206020^|^LOGICO MINI CORPO^|^grezzo <687>^|^PZ^|1|1
^A206020^|^LOGICO MINI CORPO^|^<687>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|85|90.95
^A206101^|^CURVA BIANCA  <267>^||1|^E206101^|^CURVA grezza  <267>^||^PZ^|1|1
^A206102^|^CURVA CROMO  <267>^||1|^E206101^|^CURVA grezza  <267>^||^PZ^|1|1
^A206103^|^CURVA grezza  <267>^||1|^E206101^|^CURVA grezza  <267>^||^PZ^|1|1
^A206104^|^CURVA NIKEL NERO  <267>^||1|^E206101^|^CURVA grezza  <267>^||^PZ^|1|1
^A206105^|^CURVA ORO  <267>^||1|^E206101^|^CURVA grezza  <267>^||^PZ^|1|1
^A206201^|^STENDIASCIUGA PICCOLO BIANCO^|^<268>^|1|^E206200^|^STENDIASCIUGA PICCOLO grezzo^|^<268>^|^PZ^|1|1
^A206202^|^STENDIASCIUGA PICCOLO CROMO^|^<268>^|1|^E206200^|^STENDIASCIUGA PICCOLO grezzo^|^<268>^|^PZ^|1|1
^A206203^|^STENDIASCIUGA PICCOLO grezzo^|^<268>^|1|^E206200^|^STENDIASCIUGA PICCOLO grezzo^|^<268>^|^PZ^|1|1
^A206204^|^STENDIASCIUGA PICCOLO^|^NIK/NERO  <268>^|1|^E206200^|^STENDIASCIUGA PICCOLO grezzo^|^<268>^|^PZ^|1|1
^A206205^|^STENDIASCIUGA PICCOLO ORO^|^<268>^|1|^E206200^|^STENDIASCIUGA PICCOLO grezzo^|^<268>^|^PZ^|1|1
^A206301^|^STENDIASCIUGA MEDIO BIANCO^|^<269>^|1|^E206301^|^STENDIASCIUGA MEDIO grezzo^|^<269>^|^PZ^|1|1
^A206301^|^STENDIASCIUGA MEDIO BIANCO^|^<269>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A206302^|^STENDIASCIUGA MEDIO CROMO^|^<269>^|1|^E206301^|^STENDIASCIUGA MEDIO grezzo^|^<269>^|^PZ^|1|1
^A206302^|^STENDIASCIUGA MEDIO CROMO^|^<269>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A206303^|^STENDIASCIUGA MEDIO GREZZO^||1|^E206301^|^STENDIASCIUGA MEDIO grezzo^|^<269>^|^PZ^|1|1
^A206303^|^STENDIASCIUGA MEDIO GREZZO^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A206304^|^STENDIASCIUGA MEDIO NIKEL NERO^|^<269>^|1|^E206301^|^STENDIASCIUGA MEDIO grezzo^|^<269>^|^PZ^|1|1
^A206304^|^STENDIASCIUGA MEDIO NIKEL NERO^|^<269>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A206305^|^STENDIASCIUGA MEDIO ORO  <269>^||1|^E206301^|^STENDIASCIUGA MEDIO grezzo^|^<269>^|^PZ^|1|1
^A206305^|^STENDIASCIUGA MEDIO ORO  <269>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|330|363
^A206401^|^SETTORE AGGANCIO VELA CROMO^|^<275>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206401^|^SETTORE AGGANCIO VELA CROMO^|^<275>^|1|^E206400^|^SETTORE AGGANCIO VELA grezzo^|^<254>^|^PZ^|1|1
^A206401^|^SETTORE AGGANCIO VELA CROMO^|^<275>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|44|48.4
^A206402^|^SETTORE AGGANCIO VELA grezzo^|^<275>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206402^|^SETTORE AGGANCIO VELA grezzo^|^<275>^|1|^E206400^|^SETTORE AGGANCIO VELA grezzo^|^<254>^|^PZ^|1|1
^A206402^|^SETTORE AGGANCIO VELA grezzo^|^<275>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|44|48.4
^A206403^|^SETTORE AGGANCIO VELA NIKEL NE^|^RO^|1|^E206400^|^SETTORE AGGANCIO VELA grezzo^|^<254>^|^PZ^|1|1
^A206403^|^SETTORE AGGANCIO VELA NIKEL NE^|^RO^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|44|48.4
^A206404^|^SETTORE AGGANCIO VELA ORO^|^<275>^|1|^E206400^|^SETTORE AGGANCIO VELA grezzo^|^<254>^|^PZ^|1|1
^A206404^|^SETTORE AGGANCIO VELA ORO^|^<275>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|44|48.4
^A206405^|^SETTORE AGGANCIO VELA BIANCO^|^<254>^|1|7900048|^CARTONI 400x300x200^||^PZ^|0|0
^A206405^|^SETTORE AGGANCIO VELA BIANCO^|^<254>^|1|^E206400^|^SETTORE AGGANCIO VELA grezzo^|^<254>^|^PZ^|1|1
^A206405^|^SETTORE AGGANCIO VELA BIANCO^|^<254>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|44|48.4
^A206601^|^MANINA APERTA   **^|^<256> EX <277>*****^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206601^|^MANINA APERTA   **^|^<256> EX <277>*****^|1|^E206601^|^MANINA CHIUSA ** grezza^|^<256>  *****  EX <277>^|^PZ^|1|1
^A206601^|^MANINA APERTA   **^|^<256> EX <277>*****^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206602^|^MANINA APERTA grezza  ** <277>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206602^|^MANINA APERTA grezza  ** <277>^||1|^E206600^|^MANINA APERTA^|^**grezzo <256>  *****  EX <345^|^PZ^|1|1
^A206602^|^MANINA APERTA grezza  ** <277>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206603^|^MANINA APERTA NIKEL NERO  **^|^<277>^|1|^C206603^|^MANINA APERTA NIKEL NERO **^|^vern.                    <277>^|^PZ^|1|1
^A206603^|^MANINA APERTA NIKEL NERO  **^|^<277>^|2|^D206601^|^MANINA APERTA lucidata^|^<277>^|^PZ^|1|1
^A206604^|^MANINA CHIUSA CROMO  **^|^<678> EX <277>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206604^|^MANINA CHIUSA CROMO  **^|^<678> EX <277>^|1|^E206601^|^MANINA CHIUSA ** grezza^|^<256>  *****  EX <277>^|^PZ^|1|1
^A206604^|^MANINA CHIUSA CROMO  **^|^<678> EX <277>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206605^|^MANINA CHIUSA grezza  ** <277>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206605^|^MANINA CHIUSA grezza  ** <277>^||1|^E206601^|^MANINA CHIUSA ** grezza^|^<256>  *****  EX <277>^|^PZ^|1|1
^A206605^|^MANINA CHIUSA grezza  ** <277>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206606^|^MANINA CHIUSA NIKEL NERO  **^|^<277>^|1|^C206606^|^MANINA CHIUSA NIKEL NERO **^|^vern.                    <277>^|^PZ^|1|1
^A206606^|^MANINA CHIUSA NIKEL NERO  **^|^<277>^|2|^D206600^|^MANINA CHIUSA lucidata^|^<277>^|^PZ^|1|1
^A206606^|^MANINA CHIUSA NIKEL NERO  **^|^<277>^|3|^E206601^|^MANINA CHIUSA ** grezza^|^<256>  *****  EX <277>^|^PZ^|1|1
^A206606^|^MANINA CHIUSA NIKEL NERO  **^|^<277>^|4|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206607^|^MANINA APERTA ORO  **  <277>^||1|^C206607^|^MANINA APERTA ORO ** vern.^|^<277>^|^PZ^|1|1
^A206607^|^MANINA APERTA ORO  **  <277>^||2|^D206601^|^MANINA APERTA lucidata^|^<277>^|^PZ^|1|1
^A206608^|^MANINA CHIUSA ORO  **  <277>^||1|^C206608^|^MANINA CHIUSA ORO ** vern.^|^<277>^|^PZ^|1|1
^A206608^|^MANINA CHIUSA ORO  **  <277>^||2|^D206600^|^MANINA CHIUSA lucidata^|^<277>^|^PZ^|1|1
^A206608^|^MANINA CHIUSA ORO  **  <277>^||3|^E206601^|^MANINA CHIUSA ** grezza^|^<256>  *****  EX <277>^|^PZ^|1|1
^A206608^|^MANINA CHIUSA ORO  **  <277>^||4|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206609^|^MANINA APERTA BIANCA **  <277>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206609^|^MANINA APERTA BIANCA **  <277>^||1|^E206600^|^MANINA APERTA^|^**grezzo <256>  *****  EX <345^|^PZ^|1|1
^A206609^|^MANINA APERTA BIANCA **  <277>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206610^|^MANINA CHIUSA BIANCA **  <277>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206610^|^MANINA CHIUSA BIANCA **  <277>^||1|^E206601^|^MANINA CHIUSA ** grezza^|^<256>  *****  EX <277>^|^PZ^|1|1
^A206610^|^MANINA CHIUSA BIANCA **  <277>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|47.5|50.83
^A206620^|^MANINA APERTA NUOVA grezza^|^<678>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A206620^|^MANINA APERTA NUOVA grezza^|^<678>^|1|^E206620^|^MANINA APERTA nuova grezzo^|^<678>^|^PZ^|1|1
^A206620^|^MANINA APERTA NUOVA grezza^|^<678>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|55|60.5
^A206630^|^MANINA CHIUSA NUOVA grezza^|^<678>^|1|7900055|^CARTONI 400x400x260^||^PZ^|0|0
^A206630^|^MANINA CHIUSA NUOVA grezza^|^<678>^|1|^E206630^|^MANINA CHIUSA nuova grezzo^|^<678>^|^PZ^|1|1
^A206630^|^MANINA CHIUSA NUOVA grezza^|^<678>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|40|44
^A206701^|^PORTABICCHIERE grezzo  <348>^||1|^E206701^|^PORTABICCHIERE grezzo  <282>^||^PZ^|1|1
^A206701^|^PORTABICCHIERE grezzo  <348>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|220|242
^A206702^|^PORTABICCHIERE BIANCO  <282>^||1|^E206701^|^PORTABICCHIERE grezzo  <282>^||^PZ^|1|1
^A206702^|^PORTABICCHIERE BIANCO  <282>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|220|242
^A206703^|^PORTABICCHIERE CROMO  <281>^||1|^E206701^|^PORTABICCHIERE grezzo  <282>^||^PZ^|1|1
^A206703^|^PORTABICCHIERE CROMO  <281>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|220|242
^A206704^|^PORTABICCHIERE NIKEL NERO^|^<313>^|1|^E206701^|^PORTABICCHIERE grezzo  <282>^||^PZ^|1|1
^A206704^|^PORTABICCHIERE NIKEL NERO^|^<313>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|220|242
^A206705^|^PORTABICCHIERE ORO  <335>^||1|^E206701^|^PORTABICCHIERE grezzo  <282>^||^PZ^|1|1
^A206705^|^PORTABICCHIERE ORO  <335>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|220|242
^A206801^|^STENDIASCIUGA GRANDE DA 300^|^CROMO  <321>^|1|^E206801^|^STENDIASCIUGA GRANDE DA 300^|^grezzo  <322>^|^PZ^|1|1
^A206802^|^STENDIASCIUGA GRANDE DA 300^|^BIANCO  <322>^|1|^E206801^|^STENDIASCIUGA GRANDE DA 300^|^grezzo  <322>^|^PZ^|1|1
^A206806^|^STENDIASCIUGA GRANDE DA 300^|^grezzo  <321>^|1|^E206801^|^STENDIASCIUGA GRANDE DA 300^|^grezzo  <322>^|^PZ^|1|1
^A206901^|^COPERCHIO BIANCO  **  <283>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A206901^|^COPERCHIO BIANCO  **  <283>^||1|^E206901^|^COPERCHIO grezzo  **  <283>^||^PZ^|1|1
^A206901^|^COPERCHIO BIANCO  **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|36|39.6
^A206902^|^COPERCHIO CROMO  ** <283>^||1|^E206901^|^COPERCHIO grezzo  **  <283>^||^PZ^|1|1
^A206902^|^COPERCHIO CROMO  ** <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|36|39.6
^A206903^|^COPERCHIO GREZZO  ** <283>^||1|^E206901^|^COPERCHIO grezzo  **  <283>^||^PZ^|1|1
^A206903^|^COPERCHIO GREZZO  ** <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|36|39.6
^A206904^|^COPERCHIO NIKEL NERO  ** <283>^||1|^E206901^|^COPERCHIO grezzo  **  <283>^||^PZ^|1|1
^A206904^|^COPERCHIO NIKEL NERO  ** <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|36|39.6
^A206905^|^COPERCHIO ORO  **  <283>^||1|^E206901^|^COPERCHIO grezzo  **  <283>^||^PZ^|1|1
^A206905^|^COPERCHIO ORO  **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|36|39.6
^A206906^|^ATTACCO BIANCO  **  <283>^||1|^E206902^|^ATTACCO grezzo **  <283>^||^PZ^|1|1
^A206906^|^ATTACCO BIANCO  **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|35|38.5
^A206907^|^ATTACCO CROMO  **  <283>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A206907^|^ATTACCO CROMO  **  <283>^||1|^E206902^|^ATTACCO grezzo **  <283>^||^PZ^|1|1
^A206907^|^ATTACCO CROMO  **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|35|38.5
^A206908^|^ATTACCO GREZZO **  <283>^||1|^E206902^|^ATTACCO grezzo **  <283>^||^PZ^|1|1
^A206908^|^ATTACCO GREZZO **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|35|38.5
^A206909^|^ATTACCO NIKEL NERO  **  <283>^||1|^E206902^|^ATTACCO grezzo **  <283>^||^PZ^|1|1
^A206909^|^ATTACCO NIKEL NERO  **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|35|38.5
^A206910^|^ATTACCO ORO  **  <283>^||1|^E206902^|^ATTACCO grezzo **  <283>^||^PZ^|1|1
^A206910^|^ATTACCO ORO  **  <283>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|35|38.5
^A207001^|^COPERCHIO MOTORE LATO POMPA^|^<292>^|1|^E207001^|^COPERCHIO MOTORE LATO POMPA^|^grezzo  <292>^|^PZ^|1|1
^A207001^|^COPERCHIO MOTORE LATO POMPA^|^<292>^|2|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|6|6
^A207001^|^COPERCHIO MOTORE LATO POMPA^|^<292>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1121|1199.47
^A207002^|^COPERCHIO MOTORE LATO POMPA^|^<293>^|1|^D207002^|^COPERCHIO MOTORE LATO POMPA^|^ripreso  <293>^|^PZ^|1|1
^A207002^|^COPERCHIO MOTORE LATO POMPA^|^<293>^|2|^E207002^|^COPERCHIO MOTORE LATO POMPA^|^grezzo  <293>^|^PZ^|1|1
^A207002^|^COPERCHIO MOTORE LATO POMPA^|^<293>^|3|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|6|6
^A207002^|^COPERCHIO MOTORE LATO POMPA^|^<293>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1060|1134.2
^A207004^|^COPERCHIO MOTORE LATO POMPA^|^<289>^|1|^D207004^|^COPERCHIO MOTORE LATO POMPA^|^ripreso  <289>^|^PZ^|1|1
^A207004^|^COPERCHIO MOTORE LATO POMPA^|^<289>^|2|^E207004^|^COPERCHIO MOTORE LATO POMPA^|^grezzo  <289>^|^PZ^|1|1
^A207004^|^COPERCHIO MOTORE LATO POMPA^|^<289>^|3|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|4|4
^A207004^|^COPERCHIO MOTORE LATO POMPA^|^<289>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1245|1332.15
^A207005^|^COPERCHIO MOTORE LATO POMPA^|^<290>^|1|^D207005^|^COPERCHIO MOTORE LATO POMPA^|^ripreso  <290>^|^PZ^|1|1
^A207005^|^COPERCHIO MOTORE LATO POMPA^|^<290>^|2|^E207005^|^COPERCHIO MOTORE LATO POMPA^|^grezzo  <290>^|^PZ^|1|1
^A207005^|^COPERCHIO MOTORE LATO POMPA^|^<290>^|3|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|4|4
^A207005^|^COPERCHIO MOTORE LATO POMPA^|^<290>^|3|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1220|1305.4
^A207006^|^COPERCHIO MOTORE LATO POMPA^|^<291>^|1|^E207006^|^COPERCHIO MOTORE LATO POMPA^|^grezzo  <291>^|^PZ^|1|1
^A207006^|^COPERCHIO MOTORE LATO POMPA^|^<291>^|2|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|4|4
^A207006^|^COPERCHIO MOTORE LATO POMPA^|^<291>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1210|1294.7
^A207101^|^COPERCHIO MOTORE LATO VOLANO^|^<294>^|1|^E207101^|^COPERCHIO MOTORE LATO VOLANO^|^grezzo  <294>^|^PZ^|1|1
^A207101^|^COPERCHIO MOTORE LATO VOLANO^|^<294>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|1045|1118.15
^A207201^|^FLANGIA ATTACCO POMPA <295>^||1|^E207201^|^FLANGIA ATTACCO POMPA grezza^|^<295>^|^PZ^|1|1
^A207201^|^FLANGIA ATTACCO POMPA <295>^||2|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|2|2
^A207201^|^FLANGIA ATTACCO POMPA <295>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|760|836
^A207202^|^FLANGIA ATTACCO POMPA  <296>^||1|^E207202^|^FLANGIA ATTACCO POMPA grezza^|^<296>^|^PZ^|1|1
^A207202^|^FLANGIA ATTACCO POMPA  <296>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|762|838.2
^A207203^|^FLANGIA ATTACCO POMPA  <297>^||1|^E207203^|^FLANGIA ATTACCO POMPA grezza^|^<297>^|^PZ^|1|1
^A207203^|^FLANGIA ATTACCO POMPA  <297>^||2|7703100|^INSERTO COP.MOTORE DIS.17695^|^PR80  <289-295>   (GMV)^|^PZ^|2|2
^A207203^|^FLANGIA ATTACCO POMPA  <297>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|776|853.6
^A207301^|^COPERCHIO ALL.  <142>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A207301^|^COPERCHIO ALL.  <142>^||1|^E207301^|^COPERCHIO ALL. grezzo^|^<142>^|^PZ^|1|1
^A207301^|^COPERCHIO ALL.  <142>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|135|148.5
^A207401^|^COPERCHIO ALL.  19003  <162>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0.01|0.01
^A207401^|^COPERCHIO ALL.  19003  <162>^||1|^E207401^|^COPERCHIO ALL.  19003 grezzo^|^<162>^|^PZ^|1|1
^A207401^|^COPERCHIO ALL.  19003  <162>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|85|93.5
^A207501^|^COPERCHIO ALL.  20510  <211>^||1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A207501^|^COPERCHIO ALL.  20510  <211>^||1|^E207501^|^COPERCHIO ALL.  20510 grezzo^|^<211>^|^PZ^|1|1
^A207501^|^COPERCHIO ALL.  20510  <211>^||2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|75|82.5
^A207601^|^CASSA DI RISONANZA INT.^|^<261>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
^A207601^|^CASSA DI RISONANZA INT.^|^<261>^|1|^E207601^|^CASSA DI RISONANZA INT. grezza^|^<261>^|^PZ^|1|1
^A207601^|^CASSA DI RISONANZA INT.^|^<261>^|2|9050001|^PANI ALLUMINIO GDALSI 12^|^EN AB 46100^|^GR^|63|69.3
^A207602^|^CASSA DI RISONANZA EXT^|^<261>^|1|7900046|^CARTONI 400x400x400^||^PZ^|0|0
